IC50,Cancer,Drug,PKA_119_CSV_X_Fingerprint_676,Fingerprint_798,PWY_R_HSA_2029482,PWY_R_HSA_166016,PWY_R_HSA_1266738_X_PWY_R_HSA_446652,PWY_R_HSA_109606_EXP,REC_R_HSA_1358791_EXP_X_REC_R_HSA_198640_EXP,GO_0000186_EXP_X_GO_0051493_EXP,GO_0007399_EXP_X_GO_0032526_EXP,PKA_196_EXP,REC_R_HSA_198284_X_REC_R_HSA_3928647,PWY_R_HSA_194138_CSV,PKA_295_CHA,GO_0007420_EXP_X_GO_0031529_EXP,GO_0007528_EXP,GO_0030155_EXP,GO_0010613_EXP_X_GO_0043330_EXP,EXP_TRPM6,GO_0007613_X_GO_0014066,REC_R_HSA_199839_X_REC_R_HSA_429698,REC_R_HSA_109858_X_REC_R_HSA_8855915,GO_0038083_X_GO_1902533,GO_0045071,GO_0042127,EXP_GRK2_X_EXP_F2RL2,PWY_R_HSA_166016_X_PWY_R_HSA_3928662,GO_0034614,PWY_R_HSA_193704_EXP_X_PWY_R_HSA_450321_EXP,GO_0045892_EXP,GO_0050852_EXP,SFAM_GEK_EXP,REC_R_HSA_198640_EXP,PWY_R_HSA_3928662_X_PWY_R_HSA_450321,EXP_GRK2_X_EXP_GNG12,GO_0034599_EXP,GO_0008340_EXP_X_GO_0031529_EXP,GO_0030168_EXP,EXP_ABL1_X_EXP_CDH2,GO_0006914_EXP,Fingerprint_809,GO_0006366_EXP_X_GO_0071345_EXP,REC_R_HSA_2316434_EXP,GO_2001028_EXP,MUT_CSF1R_EXP,PWY_R_HSA_556833_X_PWY_R_HSA_9006934,PKA_252_POL,PWY_R_HSA_5218921_EXP_X_PWY_R_HSA_8939211_EXP,PWY_R_HSA_446652_X_PWY_R_HSA_5218921,REC_R_HSA_112379_EXP_X_REC_R_HSA_194913_EXP,GO_2000378_EXP,GO_0006464_EXP,REC_R_HSA_141409_EXP_X_REC_R_HSA_3928588_EXP,PWY_R_HSA_449836_EXP_X_PWY_R_HSA_5684996_EXP,REC_R_HSA_5683735_EXP_X_REC_R_HSA_751040_EXP,PWY_R_HSA_109581_X_PWY_R_HSA_194313,GO_0007528,MUT_BRD2_EXP,MUT_ALPK3_EXP,PWY_R_HSA_4420097_X_PWY_R_HSA_450321,REC_R_HSA_1358791_X_REC_R_HSA_5672965,GO_1901727,PKA_194_CHA,PWY_R_HSA_194138_EXP_X_PWY_R_HSA_5218921_EXP,PWY_R_HSA_5693565_EXP_X_PWY_R_HSA_8878171_EXP,MUT_TTN_EXP,EXP_ABL1_X_EXP_CDKN1B,PKA_189_VOL,GO_0045087,Predicted IC50,Validation
-1.917716,907312,1060,0,0,0,0,0,8.7055869114,75.787243471,0,0,0,0,0,0,0,0,2.9582406644,0,2.9035753428,0,0,0,0,0,1,12.942150132,0,2,0,0,0,0,8.7055869114,0,33.660877856,0,0,8.7055869114,23.374743824,0,0,0,0,0,0,0,-2.4,0,0,0,0,8.7055869114,0,0,0,0,0,0,0,0,2,0,0,0,0,6.2316286818,31.623014514,0,0,2.8183182468,1
-1.337821,909780,1060,0,0,2,0,0,0,0,0,0,0,0,0,0,71.218438181,3.829060566,5.4359910998,0,2.9443712354,0,0,0,0,0,2,14.482738364,0,0,0,0,0,0,5.1270948068,0,26.737074761,5.4359910998,25.519825959,0,43.368953449,5.4359910998,0,0,3.829060566,0,0,5,0,0,0,0,3.7860643886,5.4359910998,54.438513751,0,0,0,1,0,0,0,0,0,0,0,56.607339117,0,35.718492534,0,3,3.0565293204,4
-2.224884,910926,1060,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7865222701,0,0,0,0,0,0,12.722781869,0,0,13.822186606,0,0,0,0,0,32.847850159,0,0,0,20.392892972,0,0,0,0,0,2.8109823588,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.8537925405,0,16.473618263,35.579409511,0,1,1.5933206274,4
-3.253048,1299051,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9468669943,0,0,0,0,0,0,13.698920678,0,0,0,6.2221099731,0,0,0,0,30.617470701,7.9822809781,0,0,29.060026584,0,0,0,0,0,0,0,0,0,0,0,7.9822809781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6651897088,35.077794946,0,1,2.8169926307,7
3.234041,687452,1061,0,0,1,3,0,3.7384014111,13.97564511,114.3491707,21.284570867,0,0,0,0,0,9.7889119335,0,23.475775969,2.8338432016,2,0,1,0,0,1,11.623463694,0,1,20.084381963,0,6.0479803134,0,3.7384014111,0,28.883111478,2.9121567918,0,6.0479803134,51.927944362,2.9121567918,0,0,4.0125275657,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0,0,0,0,6.4743036486,43.303794091,0,1,1.948520952,3
3.754464,687455,1061,0,0,0,1,1,4.1593864193,0,0,0,8.818817707,0,0,0,0,0,0,0,3.0446116004,0,0,0,0,1,0,10.82939607,0,0,17.300495385,0,0,0,0,0,24.960944725,0,0,0,15.163446748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2884884771,0,0,0,0,0,0,0,0,40.02477175,0,1,2.6006786018,2
4.611231,687459,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1890433934,0,0,3.2743771953,0,0,0,0,0,0,16.651411686,0,0,0,0,0,0,0,0,27.009257091,0,0,0,48.100409045,0,0,24.8996667,0,0,0,0,0,16.96501757,0,15.50041933,0,0,0,0,0,0,1,0,0,0,0,0,0,11.558862398,0,3.2835465899,36.443205286,0,0,3.4240509431,10
2.565861,753552,1061,0,0,0,0,0,0,0,0,0,0,0,0.789683,0,0,14.015097289,0,0,2.9205399336,0,0,0,0,0,0,11.985831016,0,0,0,0,0,0,0,0,28.278893519,0,0,3.0057349407,14.793421282,3.9335549681,0,0,14.015097289,0,0,5,0,0,0,22.307760733,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,36.055983093,0,0,2.3611948452,5
4.245056,906797,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8316592658,0,2,0,1,0,0,10.252173529,0,1,0,0,5.3158095254,0,0,0,29.139827008,3.6584911541,0,0,16.498355795,0,0,0,2.9249651269,8.9743006795,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3.1207588814,40.398267487,0,4,2.7015396714,1
3.735189,906798,1061,0,0,1,0,0,0,0,0,22.371357173,0,1,0,0,0,3.092577169,0,0,2.7803010607,3,0,0,5,2,4,11.126590596,0,2,0,7.6951045048,5.1866259082,5.9481030494,0,0,28.971745428,0,0,4.8110123947,40.59647281,0,0,0,6.8851807811,5.1866259082,0,4,0,0,0,0,0,0,0,406.5377283,43.459395579,1,1,0,3.0320664161,0,0,1,0,10.014457468,0,23.645485734,45.68337992,18,6,2.3136757283,3
4.80966,907065,1061,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.2461249685,0,0,0,0,0,0,10.420953449,1,0,70.911749402,0,8.4209114354,0,0,1,23.098426105,0,0,0,31.886966024,0,0,0,0,0,0,0,0,0,0,0,0,0,25.406682053,0,0,0,0,0,0,0,0,0,0,0,0,0,31.033710461,0,1,3.5667803058,3
3.322761,907312,1061,0,0,0,0,0,8.7055869114,75.787243471,0,0,0,0,0,0,0,0,2.9582406644,0,2.9035753428,0,0,0,0,0,1,12.942150132,0,2,0,0,0,0,8.7055869114,0,33.660877856,0,0,8.7055869114,23.374743824,0,0,0,0,0,0,0,-2.4,0,0,0,0,8.7055869114,0,0,0,0,0,0,0,0,2,0,0,0,0,6.2316286818,31.623014514,0,0,2.8183182468,10
3.402947,909780,1061,0,0,2,0,0,0,0,0,0,0,0,0,0,71.218438181,3.829060566,5.4359910998,0,2.9443712354,0,0,0,0,0,2,14.482738364,0,0,0,0,0,0,5.1270948068,0,26.737074761,5.4359910998,25.519825959,0,43.368953449,5.4359910998,0,0,3.829060566,0,0,5,0,0,0,0,3.7860643886,5.4359910998,54.438513751,0,0,0,1,0,0,0,0,0,0,0,56.607339117,0,35.718492534,0,3,3.0565293204,10
1.938856,910926,1061,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7865222701,0,0,0,0,0,0,12.722781869,0,0,13.822186606,0,0,0,0,0,32.847850159,0,0,0,20.392892972,0,0,0,0,0,2.8109823588,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.8537925405,0,16.473618263,35.579409511,0,1,1.5933206274,4
4.595911,1299051,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9468669943,0,0,0,0,0,0,13.698920678,0,0,0,6.2221099731,0,0,0,0,30.617470701,7.9822809781,0,0,29.060026584,0,0,0,0,0,0,0,0,0,0,0,7.9822809781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6651897088,35.077794946,0,1,2.8169926307,5
3.760107,687452,1129,0,0,1,3,0,3.7384014111,13.97564511,114.3491707,21.284570867,0,0,0,0,0,9.7889119335,0,23.475775969,2.8338432016,2,0,1,0,0,1,11.623463694,0,1,20.084381963,0,6.0479803134,0,3.7384014111,0,28.883111478,2.9121567918,0,6.0479803134,51.927944362,2.9121567918,0,0,4.0125275657,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0,0,0,0,6.4743036486,43.303794091,0,1,1.948520952,10
5.06862,687455,1129,0,0,0,1,1,4.1593864193,0,0,0,8.818817707,0,0,0,0,0,0,0,3.0446116004,0,0,0,0,1,0,10.82939607,0,0,17.300495385,0,0,0,0,0,24.960944725,0,0,0,15.163446748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2884884771,0,0,0,0,0,0,0,0,40.02477175,0,1,2.6006786018,7
3.804878,687459,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1890433934,0,0,3.2743771953,0,0,0,0,0,0,16.651411686,0,0,0,0,0,0,0,0,27.009257091,0,0,0,48.100409045,0,0,24.8996667,0,0,0,0,0,16.96501757,0,15.50041933,0,0,0,0,0,0,1,0,0,0,0,0,0,11.558862398,0,3.2835465899,36.443205286,0,0,3.4240509431,7
3.791661,724812,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.137349653,0,0,0,0,1,0,10.956520925,0,0,0,0,0,3.3095457158,0,0,27.975336256,0,0,0,45.789041943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2097400015,0,0,0,0,0,0,0,42.24751669,0,1,2.8788051612,5
3.30683,724838,1129,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2.9836383766,3,0,0,0,0,3,12.461698334,0,0,0,0,0,0,0,0,30.606577293,0,0,0,35.320692424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4351070482,57.190120052,40.5,0,2.0010798431,8
1.965314,753552,1129,0,0,0,0,0,0,0,0,0,0,0,0.789683,0,0,14.015097289,0,0,2.9205399336,0,0,0,0,0,0,11.985831016,0,0,0,0,0,0,0,0,28.278893519,0,0,3.0057349407,14.793421282,3.9335549681,0,0,14.015097289,0,0,5,0,0,0,22.307760733,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,36.055983093,0,0,2.3611948452,2
3.927287,753566,1129,0,0,0,0,0,0,0,0,0,0,0,0.799768,0,0,6.8000070465,2.9165151708,0,2.9439656625,0,0,0,0,0,0,10.916337137,0,0,0,0,0,0,0,0,29.902431737,3.0761364435,0,0,45.510488524,3.0761364435,0,0,3.7238706031,0,0,0,0,0,0,0,3.3527473259,0,0,0,0,0,2,0,0,0,0,0,-2,0,0,3.2344608557,37.62959199,0,0,3.0535515063,8
1.98513,906797,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8316592658,0,2,0,1,0,0,10.252173529,0,1,0,0,5.3158095254,0,0,0,29.139827008,3.6584911541,0,0,16.498355795,0,0,0,2.9249651269,8.9743006795,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3.1207588814,40.398267487,0,4,2.7015396714,4
3.315522,906798,1129,0,0,1,0,0,0,0,0,22.371357173,0,1,0,0,0,3.092577169,0,0,2.7803010607,3,0,0,5,2,4,11.126590596,0,2,0,7.6951045048,5.1866259082,5.9481030494,0,0,28.971745428,0,0,4.8110123947,40.59647281,0,0,0,6.8851807811,5.1866259082,0,4,0,0,0,0,0,0,0,406.5377283,43.459395579,1,1,0,3.0320664161,0,0,1,0,10.014457468,0,23.645485734,45.68337992,18,6,2.3136757283,9
3.56916,907065,1129,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.2461249685,0,0,0,0,0,0,10.420953449,1,0,70.911749402,0,8.4209114354,0,0,1,23.098426105,0,0,0,31.886966024,0,0,0,0,0,0,0,0,0,0,0,0,0,25.406682053,0,0,0,0,0,0,0,0,0,0,0,0,0,31.033710461,0,1,3.5667803058,4
2.896556,907312,1129,0,0,0,0,0,8.7055869114,75.787243471,0,0,0,0,0,0,0,0,2.9582406644,0,2.9035753428,0,0,0,0,0,1,12.942150132,0,2,0,0,0,0,8.7055869114,0,33.660877856,0,0,8.7055869114,23.374743824,0,0,0,0,0,0,0,-2.4,0,0,0,0,8.7055869114,0,0,0,0,0,0,0,0,2,0,0,0,0,6.2316286818,31.623014514,0,0,2.8183182468,2
4.570423,909704,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8530525626,0,0,0,0,0,0,10.773535931,0,0,0,0,0,3.2417537109,0,0,25.42938179,0,0,0,14.289377694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.857656689,0,0,2.2246545072,10
4.566878,909780,1129,0,0,2,0,0,0,0,0,0,0,0,0,0,71.218438181,3.829060566,5.4359910998,0,2.9443712354,0,0,0,0,0,2,14.482738364,0,0,0,0,0,0,5.1270948068,0,26.737074761,5.4359910998,25.519825959,0,43.368953449,5.4359910998,0,0,3.829060566,0,0,5,0,0,0,0,3.7860643886,5.4359910998,54.438513751,0,0,0,1,0,0,0,0,0,0,0,56.607339117,0,35.718492534,0,3,3.0565293204,8
3.124101,910926,1129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7865222701,0,0,0,0,0,0,12.722781869,0,0,13.822186606,0,0,0,0,0,32.847850159,0,0,0,20.392892972,0,0,0,0,0,2.8109823588,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.8537925405,0,16.473618263,35.579409511,0,1,1.5933206274,3
3.740001,1299051,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9468669943,0,0,0,0,0,0,13.698920678,0,0,0,6.2221099731,0,0,0,0,30.617470701,7.9822809781,0,0,29.060026584,0,0,0,0,0,0,0,0,0,0,0,7.9822809781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6651897088,35.077794946,0,1,2.8169926307,6
2.124246,687455,1142,0,0,0,1,1,4.1593864193,0,0,0,8.818817707,0,0,0,0,0,0,0,3.0446116004,0,0,0,0,1,0,10.82939607,0,0,17.300495385,0,0,0,0,0,24.960944725,0,0,0,15.163446748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2884884771,0,0,0,0,0,0,0,0,40.02477175,0,1,2.6006786018,6
1.75207,724812,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.137349653,0,0,0,0,1,0,10.956520925,0,0,0,0,0,3.3095457158,0,0,27.975336256,0,0,0,45.789041943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2097400015,0,0,0,0,0,0,0,42.24751669,0,1,2.8788051612,7
1.608983,906798,1142,0,0,1,0,0,0,0,0,22.371357173,0,1,0,0,0,3.092577169,0,0,2.7803010607,3,0,0,5,2,4,11.126590596,0,2,0,7.6951045048,5.1866259082,5.9481030494,0,0,28.971745428,0,0,4.8110123947,40.59647281,0,0,0,6.8851807811,5.1866259082,0,4,0,0,0,0,0,0,0,406.5377283,43.459395579,1,1,0,3.0320664161,0,0,1,0,10.014457468,0,23.645485734,45.68337992,18,6,2.3136757283,10
2.850434,907065,1142,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.2461249685,0,0,0,0,0,0,10.420953449,1,0,70.911749402,0,8.4209114354,0,0,1,23.098426105,0,0,0,31.886966024,0,0,0,0,0,0,0,0,0,0,0,0,0,25.406682053,0,0,0,0,0,0,0,0,0,0,0,0,0,31.033710461,0,1,3.5667803058,1
0.579443,907312,1142,0,0,0,0,0,8.7055869114,75.787243471,0,0,0,0,0,0,0,0,2.9582406644,0,2.9035753428,0,0,0,0,0,1,12.942150132,0,2,0,0,0,0,8.7055869114,0,33.660877856,0,0,8.7055869114,23.374743824,0,0,0,0,0,0,0,-2.4,0,0,0,0,8.7055869114,0,0,0,0,0,0,0,0,2,0,0,0,0,6.2316286818,31.623014514,0,0,2.8183182468,1
4.910339,687455,1143,0,0,0,1,1,4.1593864193,0,0,0,8.818817707,0,0,0,0,0,0,0,3.0446116004,0,0,0,0,1,0,10.82939607,0,0,17.300495385,0,0,0,0,0,24.960944725,0,0,0,15.163446748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2884884771,0,0,0,0,0,0,0,0,40.02477175,0,1,2.6006786018,1
3.264032,724812,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.137349653,0,0,0,0,1,0,10.956520925,0,0,0,0,0,3.3095457158,0,0,27.975336256,0,0,0,45.789041943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2097400015,0,0,0,0,0,0,0,42.24751669,0,1,2.8788051612,10
4.130972,906798,1143,0,0,1,0,0,0,0,0,22.371357173,0,1,0,0,0,3.092577169,0,0,2.7803010607,3,0,0,5,2,4,11.126590596,0,2,0,7.6951045048,5.1866259082,5.9481030494,0,0,28.971745428,0,0,4.8110123947,40.59647281,0,0,0,6.8851807811,5.1866259082,0,4,0,0,0,0,0,0,0,406.5377283,43.459395579,1,1,0,3.0320664161,0,0,1,0,10.014457468,0,23.645485734,45.68337992,18,6,2.3136757283,5
2.799753,907065,1143,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.2461249685,0,0,0,0,0,0,10.420953449,1,0,70.911749402,0,8.4209114354,0,0,1,23.098426105,0,0,0,31.886966024,0,0,0,0,0,0,0,0,0,0,0,0,0,25.406682053,0,0,0,0,0,0,0,0,0,0,0,0,0,31.033710461,0,1,3.5667803058,8
3.062465,907312,1143,0,0,0,0,0,8.7055869114,75.787243471,0,0,0,0,0,0,0,0,2.9582406644,0,2.9035753428,0,0,0,0,0,1,12.942150132,0,2,0,0,0,0,8.7055869114,0,33.660877856,0,0,8.7055869114,23.374743824,0,0,0,0,0,0,0,-2.4,0,0,0,0,8.7055869114,0,0,0,0,0,0,0,0,2,0,0,0,0,6.2316286818,31.623014514,0,0,2.8183182468,8
4.994571,687455,1158,0,1,0,1,1,4.1593864193,0,0,0,8.818817707,0,0,0,0,0,0,0,3.0446116004,0,0,0,0,1,0,10.82939607,0,0,17.300495385,0,0,0,0,0,24.960944725,0,0,0,15.163446748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2884884771,0,0,0,0,0,0,0,0,40.02477175,0,1,2.6124324927,4
4.626204,724812,1158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.137349653,0,0,0,0,1,0,10.956520925,0,0,0,0,0,3.3095457158,0,0,27.975336256,0,0,0,45.789041943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2097400015,0,0,0,0,0,0,0,42.24751669,0,1,2.9027005006,3
3.088299,906798,1158,0,1,1,0,0,0,0,0,22.371357173,0,1,0,0,0,3.092577169,0,0,2.7803010607,3,0,0,5,2,4,11.126590596,0,2,0,7.6951045048,5.1866259082,5.9481030494,0,0,28.971745428,0,0,4.8110123947,40.59647281,0,0,0,6.8851807811,5.1866259082,0,4,0,0,0,0,0,0,0,406.5377283,43.459395579,1,1,0,3.0320664161,0,0,1,0,10.014457468,0,23.645485734,45.68337992,18,6,2.31775759,9
4.622294,907065,1158,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.2461249685,0,0,0,0,0,0,10.420953449,1,0,70.911749402,0,8.4209114354,0,0,1,23.098426105,0,0,0,31.886966024,0,0,0,0,0,0,0,0,0,0,0,0,0,25.406682053,0,0,0,0,0,0,0,0,0,0,0,0,0,31.033710461,0,1,3.5869023649,1
2.260514,907312,1158,0,1,0,0,0,8.7055869114,75.787243471,0,0,0,0,0,0,0,0,2.9582406644,0,2.9035753428,0,0,0,0,0,1,12.942150132,0,2,0,0,0,0,8.7055869114,0,33.660877856,0,0,8.7055869114,23.374743824,0,0,0,0,0,0,0,-2.4,0,0,0,0,8.7055869114,0,0,0,0,0,0,0,0,2,0,0,0,0,6.2316286818,31.623014514,0,0,2.8467077108,2
1.724727,687455,1161,0,0,0,1,1,4.1593864193,0,0,0,8.818817707,0,0,0,0,0,0,0,3.0446116004,0,0,0,0,1,0,10.82939607,0,0,17.300495385,0,0,0,0,0,24.960944725,0,0,0,15.163446748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2884884771,0,0,0,0,0,0,0,0,40.02477175,0,1,2.6006786018,8
2.068297,724812,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.137349653,0,0,0,0,1,0,10.956520925,0,0,0,0,0,3.3095457158,0,0,27.975336256,0,0,0,45.789041943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2097400015,0,0,0,0,0,0,0,42.24751669,0,1,2.8788051612,2
1.441279,906798,1161,0,0,1,0,0,0,0,0,22.371357173,0,1,0,0,0,3.092577169,0,0,2.7803010607,3,0,0,5,2,4,11.126590596,0,2,0,7.6951045048,5.1866259082,5.9481030494,0,0,28.971745428,0,0,4.8110123947,40.59647281,0,0,0,6.8851807811,5.1866259082,0,4,0,0,0,0,0,0,0,406.5377283,43.459395579,1,1,0,3.0320664161,0,0,1,0,10.014457468,0,23.645485734,45.68337992,18,6,2.3136757283,8
4.585016,907065,1161,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.2461249685,0,0,0,0,0,0,10.420953449,1,0,70.911749402,0,8.4209114354,0,0,1,23.098426105,0,0,0,31.886966024,0,0,0,0,0,0,0,0,0,0,0,0,0,25.406682053,0,0,0,0,0,0,0,0,0,0,0,0,0,31.033710461,0,1,3.5667803058,6
1.218036,907312,1161,0,0,0,0,0,8.7055869114,75.787243471,0,0,0,0,0,0,0,0,2.9582406644,0,2.9035753428,0,0,0,0,0,1,12.942150132,0,2,0,0,0,0,8.7055869114,0,33.660877856,0,0,8.7055869114,23.374743824,0,0,0,0,0,0,0,-2.4,0,0,0,0,8.7055869114,0,0,0,0,0,0,0,0,2,0,0,0,0,6.2316286818,31.623014514,0,0,2.8183182468,9
3.818158,687455,1164,0,0,0,1,1,4.1593864193,0,0,0,8.818817707,0,0,0,0,0,0,0,3.0446116004,0,0,0,0,1,0,10.82939607,0,0,17.300495385,0,0,0,0,0,24.960944725,0,0,0,15.163446748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2884884771,0,0,0,0,0,0,0,0,40.02477175,0,1,2.6006786018,3
2.105918,724812,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.137349653,0,0,0,0,1,0,10.956520925,0,0,0,0,0,3.3095457158,0,0,27.975336256,0,0,0,45.789041943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2097400015,0,0,0,0,0,0,0,42.24751669,0,1,2.8788051612,4
2.478469,906798,1164,0,0,1,0,0,0,0,0,22.371357173,0,1,0,0,0,3.092577169,0,0,2.7803010607,3,0,0,5,2,4,11.126590596,0,2,0,7.6951045048,5.1866259082,5.9481030494,0,0,28.971745428,0,0,4.8110123947,40.59647281,0,0,0,6.8851807811,5.1866259082,0,4,0,0,0,0,0,0,0,406.5377283,43.459395579,1,1,0,3.0320664161,0,0,1,0,10.014457468,0,23.645485734,45.68337992,18,6,2.3136757283,3
2.850297,907065,1164,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3.2461249685,0,0,0,0,0,0,10.420953449,1,0,70.911749402,0,8.4209114354,0,0,1,23.098426105,0,0,0,31.886966024,0,0,0,0,0,0,0,0,0,0,0,0,0,25.406682053,0,0,0,0,0,0,0,0,0,0,0,0,0,31.033710461,0,1,3.5667803058,4
1.538918,907312,1164,0,0,0,0,0,8.7055869114,75.787243471,0,0,0,0,0,0,0,0,2.9582406644,0,2.9035753428,0,0,0,0,0,1,12.942150132,0,2,0,0,0,0,8.7055869114,0,33.660877856,0,0,8.7055869114,23.374743824,0,0,0,0,0,0,0,-2.4,0,0,0,0,8.7055869114,0,0,0,0,0,0,0,0,2,0,0,0,0,6.2316286818,31.623014514,0,0,2.8183182468,5
3.749871,687452,1194,0,1,1,3,0,3.7384014111,13.97564511,114.3491707,21.284570867,0,0,0,0,0,9.7889119335,0,23.475775969,2.8338432016,2,0,1,0,0,1,11.623463694,0,1,20.084381963,0,6.0479803134,0,3.7384014111,0,28.883111478,2.9121567918,0,6.0479803134,51.927944362,2.9121567918,0,0,4.0125275657,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0,0,0,0,6.4743036486,43.303794091,0,1,1.9415773694,4
5.069935,687455,1194,0,1,0,1,1,4.1593864193,0,0,0,8.818817707,0,0,0,0,0,0,0,3.0446116004,0,0,0,0,1,0,10.82939607,0,0,17.300495385,0,0,0,0,0,24.960944725,0,0,0,15.163446748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2884884771,0,0,0,0,0,0,0,0,40.02477175,0,1,2.6124324927,3
4.328485,687459,1194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1890433934,0,0,3.2743771953,0,0,0,0,0,0,16.651411686,0,0,0,0,0,0,0,0,27.009257091,0,0,0,48.100409045,0,0,24.8996667,0,0,0,0,0,16.96501757,0,15.50041933,0,0,0,0,0,0,1,0,0,0,0,0,0,11.558862398,0,3.2835465899,36.443205286,0,0,3.4451958025,3
2.240522,724812,1194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.137349653,0,0,0,0,1,0,10.956520925,0,0,0,0,0,3.3095457158,0,0,27.975336256,0,0,0,45.789041943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2097400015,0,0,0,0,0,0,0,42.24751669,0,1,2.9027005006,6
3.448977,724838,1194,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2.9836383766,3,0,0,0,0,3,12.461698334,0,0,0,0,0,0,0,0,30.606577293,0,0,0,35.320692424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4351070482,57.190120052,40.5,0,2.0090076644,4
4.360528,753552,1194,0,1,0,0,0,0,0,0,0,0,0,0.789683,0,0,14.015097289,0,0,2.9205399336,0,0,0,0,0,0,11.985831016,0,0,0,0,0,0,0,0,28.278893519,0,0,3.0057349407,14.793421282,3.9335549681,0,0,14.015097289,0,0,5,0,0,0,22.307760733,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,36.055983093,0,0,2.4242842106,6
